	カテゴリ	バス停			サブカテ	路線																																											
	大分新川			message=,stime=0:00,etime=0:00		33.24561965	131.6063165			small_busstop.jpg																n24	26	1	大分交通（株）	大分空港・大分（高速道路経由）																			
	中津公園地入口			message=,stime=0:00,etime=0:00		33.60306038	131.1836125			small_busstop.jpg																n25	1	3	吉富町	築上東部乗合タクシー																			
	津久見港			message=,stime=0:00,etime=0:00		33.07489179	131.8655521			small_busstop.jpg																n26	1	1	西鉄高速バス（株）	福岡～臼杵・津久見・佐伯（期間限定）																			
	椎迫			message=,stime=0:00,etime=0:00		33.22579216	131.5930387			small_busstop.jpg																n27	1	1	西鉄観光バス（株）	福岡～大分（スーパーノンストップ）																			
	椎迫			message=,stime=0:00,etime=0:00		33.22579216	131.5930387			small_busstop.jpg																n27	2	1	西鉄観光バス（株）	福岡・福岡空港　～　別府・大分																			
	椎迫			message=,stime=0:00,etime=0:00		33.22579216	131.5930387			small_busstop.jpg																n27	3	1	大分バス（株）	大分・別府～福岡(スーパーノンストップ)																			
	椎迫			message=,stime=0:00,etime=0:00		33.22579216	131.5930387			small_busstop.jpg																n27	4	1	西日本鉄道（株）	福岡～大分（スーパーノンストップ）																			
	椎迫			message=,stime=0:00,etime=0:00		33.22579216	131.5930387			small_busstop.jpg																n27	5	1	大分交通（株）	福岡～大分線（スーパーノンストップ）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	1	1	亀の井バス（株）	とよのくに号ノンストップ																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	2	1	西鉄バス北九州（株）	高速北九州-別府・大分																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	3	1	西日本鉄道（株）	福岡～別府（ノンストップ）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	4	1	大分交通（株）	大分別府・長崎																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	5	1	大分交通（株）	大分別府・北九州																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	6	2	長崎県	長崎～大分・別府（サンライト号）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	7	1	西鉄観光バス（株）	福岡・福岡空港　～　別府・大分																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	8	1	長崎自動車（株）	長崎～大分・別府（サンライト号）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	9	1	亀の井バス（株）	とよのくに号ノンストップ福岡空港経由																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	10	1	大分バス（株）	大分・別府～福岡(ノンストップ福岡空港経由)																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	11	1	大分バス（株）	大分・別府～福岡(ノンストップ)																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	12	1	大分バス（株）	大分・別府～福岡(各停)																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	13	1	亀の井バス（株）	大分別府・北九州																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	14	1	大分バス（株）	大分別府・長崎（各停）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	15	1	亀の井バス（株）	長崎～大分・別府（サンライト号）																			
	鉄輪口			message=,stime=0:00,etime=0:00		33.31427306	131.4738205			small_busstop.jpg																n28	16	1	西日本鉄道（株）	福岡～別府（ノンストップ福岡空港経由）																			
	殿町			message=,stime=0:00,etime=0:00		33.60450746	131.1797324			small_busstop.jpg																n29	1	3	吉富町	築上東部乗合タクシー																			
	田島一丁目			message=,stime=0:00,etime=0:00		33.31618314	130.9408951			small_busstop.jpg																n30	1	1	西日本鉄道（株）	福岡･福岡空港～日田（ひた号・福岡空港経由）																			
	田島一丁目			message=,stime=0:00,etime=0:00		33.31618314	130.9408951			small_busstop.jpg																n30	2	1	西日本鉄道（株）	福岡空港～日田（ひた号・福岡空港通過）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	1	2	長崎県	長崎～大分・別府（サンライト号）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	2	1	西鉄観光バス（株）	福岡・福岡空港　～　別府・大分																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	3	2	長崎県	長崎～大分・別府（サンライト号ノンストップ）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	4	1	長崎自動車（株）	長崎～大分・別府（サンライト号）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	5	1	長崎自動車（株）	長崎～大分・別府（サンライト号ノンストップ）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	6	1	大分バス（株）	大分別府・長崎（ノンストップ）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	7	1	大分バス（株）	大分別府・長崎（各停）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	8	1	亀の井バス（株）	長崎～大分・別府（サンライト号ノンストップ）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	9	1	亀の井バス（株）	長崎～大分・別府（サンライト号）																			
	湯布院IC			message=,stime=0:00,etime=0:00		33.25934368	131.3283196			small_busstop.jpg																n31	10	1	大分交通（株）	大分別府・長崎（ノンストップ）																			
	日田インター口			message=,stime=0:00,etime=0:00		33.33489441	130.9345458			small_busstop.jpg																n32	1	1	西日本鉄道（株）	福岡･福岡空港～日田（ひた号・福岡空港経由）																			
	日田インター口			message=,stime=0:00,etime=0:00		33.33489441	130.9345458			small_busstop.jpg																n32	2	3	日田市	朝日ヶ丘・桃山線																			
	日田インター口			message=,stime=0:00,etime=0:00		33.33489441	130.9345458			small_busstop.jpg																n32	3	1	西日本鉄道（株）	福岡空港～日田（ひた号・福岡空港通過）																			
	日田バスセンター			message=,stime=0:00,etime=0:00		33.31771536	130.9377107			small_busstop.jpg																n33	1	1	西日本鉄道（株）	福岡･福岡空港～日田（ひた号・福岡空港経由）																			
	日田バスセンター			message=,stime=0:00,etime=0:00		33.31771536	130.9377107			small_busstop.jpg																n33	2	1	西日本鉄道（株）	福岡空港～日田（ひた号・福岡空港通過）																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	1	1	亀の井バス（株）	とよのくに号ノンストップ																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	2	1	亀の井バス（株）	ラクテンチ経由　鉄輪線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	3	1	亀の井バス（株）	海岸経由　鉄輪・観海寺線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	4	1	亀の井バス（株）	外廻り循環線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	5	1	亀の井バス（株）	山の手経由　鉄輪線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	6	1	亀の井バス（株）	新港町・鉄輪経由　APU線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	7	1	亀の井バス（株）	石垣線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	8	1	亀の井バス（株）	鶴見病院経由　鉄輪線																			
	別府北浜			message=,stime=0:00,etime=0:00		33.27956651	131.5063109			small_busstop.jpg																n34	9	1	亀の井バス（株）	別府・内成																			
